paper_id,authors,author_ids,title,year,committee_presentation_decision,committee_publication_decision,abstract,body
2016/66,"Ron Haye,Kisha Hartory,Lance Keady","74,75,76","Hours of Opportunity, Volume 2: The Power of Data to Improve After-School Programs Citywide",2016,Reject,Reject,"I'll never forget their kindness. We have had so much fun. I don't want to love Mary, but I do. I think it'll be interesting to see how much Tom can sell that painting for. I just can't believe Tom is gone. Tom has no self-confidence. Tom and Mary say they don't want to talk about that. And what if we went to a Japanese restaurant tonight? Do you want to spend the rest of your life with her? Hey, aren't you getting thinner? Are you eating well?",NA
2016/67,"Karrie Layhew,Regenia Hirschberg","77,78",Investigaciones lingüísticas en lexicografía,2016,Accept,Reject,"Clean the dirt off the mirror. I'm now sitting at my computer. Last summer, I finally left the firm that I had joined twelve years before. So, when did you two meet? Sami abused prescription drugs. He owns one cat and two dogs. They're sitting in the shade of the chestnut trees. Don't ask and just come with me. He cheated on the test by copying from the girl in front. This place is creepy. Marika taught me some Finnish. Tom is lying on his back, staring at the ceiling. She did nothing but cry all day. I'm eating my sandwich. Tom will be at home by the time I get there. Tom told me he'd talk to Mary. Tom and Mary look sad. He doesn't come here every day. She is good at speaking English, no less so than her brother. Let's get right to it. What do you want from me?",NA
2016/68,"Anneliese Cercone,Delcie Colpack,Echo Lauters,Mireya Churchfield,Racheal Mcgunagle","79,80,81,82,83",Putting Citizens First: Engagement in Policy and Service Delivery for the 21st Century,2016,Reject,Reject,I dedicate this song to my people. I have a bit of time to relax. Tom won't let Mary do this. Call on us in case of any difficulties. Why are you planning to move to Australia? I wish that Mary hadn't overheard Tom and me talking about her. Why did you come back from Australia? I don't like the way Tom and Mary make spaghetti. If only I knew what those things are all about. I am sorry to learn you called at my home yesterday while I was out. Mennad has anxiety. Your story idea is very original and it's scaring me.,NA
2016/69,"Vance Klaft,Ghislaine Devier,Albert Catano,Shakia Sasao","84,85,86,87","Germany on their Minds: German Jewish Refugees in the United States and their Relationships with Germany, 1938-1988",2016,Reject,Reject,Sami will never go back to that bar again. You'll have to start at once. I didn't know that Tom didn't really want to do that with Mary. Factories have been urged to switch from coal to a cleaner fuel. I'm not sure if I'm in love with him. He started losing his memory in his early forties. That one spring carries the whole weight of the car. Let's get organized. Tom tried to reassure Mary. He did what he'd planned to do. Everybody needed to do this. I like well-padded cushions. He tends to lie. Tom is excited about it. How much longer do you want to stay here? Oh! Is it true?,NA
2016/70,"Ruth Half,Ava Damato,Corliss Marciano,Iluminada Jocoy,Raisa Breaux","88,89,90,91,92",América Latina en la Internacional Comunista (1919-1943): diccionario biográfico,2016,Reject,Reject,"Mary wasted no time. Tom said I should've asked Mary to do that for me. Sami's attic is really creepy. Fruits and vegetables are essential to a balanced diet. Tom denied having beaten his children. Both of my parents love each other. He edited videos on his computer. I think it's time for a beer. Tom was the last person who lived in this house. Tom said he thought Mary would be doing that later this afternoon. He said he needed a favor. The reason I succeeded was because I was lucky. She said she'd do that soon. I didn't want to hurt Tom's feelings. The escalator suddenly stopped. If a teacher did that in Canada, he would probably spend a year or two in jail.",NA
2016/71,"Nida Yagues,Olimpia Belich,Yi Walko","93,94,95","Beratung im Kontext des Lebenslangen Lernens: Konzepte, Organisation, Politik, Spannungsfelder",2016,Reject,Reject,"Even Tom lied. I suspect Tom doesn't have to do that. I think Tom and Mary could pass for teenagers. Happy is a man who lives in peace and content. Allah is our creator. They say that they won't speak French. We still need to buy food for tonight's party. I'm not quite sure. How are earthquakes measured? The refugees were having trouble finding enough to eat. I may be drunk, definitely not helpless. I don't think I'll be able to finish the job by myself. Mary told Tom that she thought John was afraid. They went back to their hotel.",NA
2016/72,"Maire Mcnevin,Ismael Doi,Bertram Nessmith,Grant Shike","96,97,98,99",Het Sultanaat Palembang 1811-1825: Een bijdrage tot de studie van de Maleise geschiedschrijving,2016,Accept,Reject,"Mary put down her pen. We start here in two hours, then. Tom and Mary said they'll visit Boston. Which he wants is not clear. You are beautifully dressed. 2012 was the second most extreme year on record for the nation. Tom and Mary said John was their uncle. I didn't know how to ride a bicycle at that time. In Ankara, I made clear that America is not – and never will be – at war with Islam. We will, however, relentlessly confront violent extremists who pose a grave threat to our security. I just wish that I could speak French a little better. Tom is crazy about his girlfriend. She was the First Lady. There will be some adapting. Francis said believers should aid those suffering on life's margins, saying Jesus is present in those people. Fadil can't solve his problems alone.",NA
2016/73,Noella Kaska,100,Trust and Mistrust in the Economies of the China-Russia Borderlands,2016,Reject,Reject,"Why can't you understand how I felt about Tom? Maybe I can reason with her. Do you need a visa for Australia? ""Ay, well I mind me how in days of yore / to Sidon exiled Teucer crossed the main, / to seek new kingdoms and the aid implore / of Belus. He, my father Belus, then / ruled Cyprus, victor of the wasted plain."" Tom heard some birds singing. Tom is always at the top of the class.",NA
2016/74,"Francesca Geisinsky,Raymon Gilpatrick","1,2",Reading by Numbers: Recalibrating the Literary Field,2016,Accept,Accept,"I know that Tom isn't a mechanic. I jog in the morning. Won't Tom be joining us? A good horse knows its rider. Tom and Mary live with their aunt. The last time that I was in Boston, I only stayed three days. My ancestors came from Europe. I'll come and see you later. Tom and Mary are looking for their son. The demon tempts the flesh.",NA
2016/75,"Victoria Wohlers,Dannette Debenedetti,Johnathan Mcmulen,Darla Chitwood","3,4,5,6",Improving the Mongolian Labor Market and Enhancing Opportunities for Youth,2016,Reject,Reject,"Are you some kind of good luck charm? Tom played golf last Monday. I'll do the rest. Then, thinking that I was still asleep, she slipped noiselessly from the room, and an instant later I heard a sharp creaking which could only come from the hinges of the front door. Tom was suspicious, but Mary wasn't. ""This pious use keep sacred, thou and thine, / the sons of sons unborn, and all the Trojan line."" I want to talk to you about my problems. I thought you wouldn't give up. Tom came to the train station to see us off. Jiro was all smiles after he made a bundle at the pachinko parlor. My father is expecting you to phone him tomorrow. I would have been shocked.",NA
2016/76,"Elfrieda Loxton,Dina Dage,Sibyl Locatelli,Gena Freshwater","7,8,9,10",Sports law and policy in the European Union,2016,Accept,Reject,"Where could Tom possibly be? She liked to read about witchcraft. You shouldn't judge others on how they look. He's a very zealous worker. You might win a prize. Is Tom giving you trouble? Tom thought that Mary would come to his party. Divorce rates might reach a plateau soon. I realized that I didn't want to spend any more time dealing with that problem. So what happened here? They say they know why you did that. I think that Tom will be able to do that by himself. Algeria gained independence on July 5, 1962. Did you guys hook up? Tom and Mary said they had to go.",NA
2016/77,"Carie Shubrooks,Asia Smeathers","11,12",Europe - On Air: Interwar Projects for Radio Broadcasting,2016,Accept,Accept,What are the lyrics to that song? The number of students who travel abroad for vacation is increasing. You need to go with him now. Tom is just a little shorter than Mary. You've done what you can. Where could the cat be?,NA
2016/78,Ashli Kluemper,13,U.S. International Economic Strategy in a Turbulent World: Strategic Rethink,2016,Reject,Reject,I'm already twenty and I have no idea what I want to do with my life. He studied after dinner. I think that Tom might be able to win. Thirtieth birthdays often bring with them fears of old age. I suspect that Tom won't be doing that today. Some people think Canadians are different from everybody else.,NA
2016/79,"Katelynn Dangerfield,Dustin Barben,Janeth Zierenberg","14,15,16",Producción de vivienda y desarrollo urbano sustentable,2016,Reject,Reject,"He sounds angry. She had her wisdom teeth taken out. I understand now why he didn't go to a university. I didn't know you could do this. Tom doesn't yet realize what he's lost. An aristocrat is a member of the aristocracy. Sami is dating a fat and stupid lady. This isn't a hospital. I knew that you wouldn't have to stay in Boston as long as you thought you'd have to stay. The people want to translate more interesting things. I've spoken in support of this before. Tom is carrying an armful of books. I am her family's lawyer. Those ladies and gentlemen who live in the suburbs of Yokohama, if it is convenient to you, please come.",NA
2016/80,Ryann Babicke,17,Money Matters: Addressing the Financial Sustainability of Security Sector Reform,2016,Accept,Accept,My teacher told me that I didn't devote enough time to preparing my lecture. I'm afraid it's too late now. Tom and Mary sat all by themselves. I have absolutely no intention of going there alone. It's called commando when you don't wear underwear beneath your pants. I would've waited. The net is huge. Tom says he thinks he should do that. Sami is so hurt. China is developing very quickly. I must talk to Fadil. Tom said he knew this would happen. Mary wouldn't let anybody help her.,NA
2016/81,Angela Blossomgame,18,Connected Curriculum for Higher Education,2016,Reject,Reject,"God forbids to mention the names of other gods. This text is not a translated text. Tom sat in his flat in the dark, listening to sad songs and crying after he and Mary broke up. I know Tom is a little worried about what might happen if he does that. I want you to go back to Boston. Mary doesn't want Tom to go anywhere without her. Mary is always acting foolishly. Tom is going to leave, isn't he? She did the dishes of her own accord. Playing basketball doesn't make you grow taller. Your room isn't empty any more. Please have a try. I'll be on my own. She's multilingual.",NA
2016/82,Felica Layva,19,The Other Women's Lib: Gender and Body in Japanese Women's Fiction,2016,Accept,Reject,"I thought you were dating her. I'll fix your sink for you if you want me to. Are you staying at the hotel I suggested? I have no regrets at all. This was pushing Layla to the breaking point. Tom and Mary walked around the sand dunes. He did a lot for his people, but he could have done much more. I never used to do that. I know nothing about Tom. Tom is in the parking lot right now. He was murdered in his sleep. When are you going to return from Boston? He helped his friend build a computer. What's Tom's horse's name?",NA
2016/83,"Theda Headly,Deborah Tavolacci,Wilburn Vigor,Reggie Fogelson,Queenie Pienta,Joan Wehby,Brenda Bohrman","20,21,22,23,24,25,26","Pacific Island Heritage: Archaeology, Identity & Community",2016,Accept,Accept,"I don't think I want to do that today. Why did she allow it to happen? Mennad was one of the richest land owners in the country. Who is in the sitting room? The dog breathed with difficulty. Whether I'm sleeping or awake, I think of you all the time. I guess if Tom can do that, I can too. I don't want Tom to go out after dark. You are all our guests tonight. His manner of speaking is direct to the point of rudeness. The next sentence is false.",NA
2016/84,"Bertha Fuhrmann,Vinita Behne,Kamilah Losser,Lanette Daty,Lissette Macugay,Nestor Siemonsma,Suanne Airhart","27,28,29,30,31,32,33",The Twentieth Century in European Memory: Transcultural Mediation and Reception,2016,Reject,Reject,Tom called to say he wouldn't be back till tomorrow. Sami drinks what tastes good to him. Tom should be knighted. The journey that brought me here is almost unbelievable. Tom said he thought it would be a waste of time to study French. I'm just an average girl. Today more and more people begin to use computers. You can't keep this a secret. I'm not having them drink. That's the man whose suitcase I found. Tom has a lot of debts.,NA
2016/85,"Hershel Yellen,Tyree Nonemaker,Kathern Lorange","34,35,36",Traditional Music in Modern Java: Gamelan in a Changing Society,2016,Reject,Reject,The suspect has dark hair. Tom's showing us the city. I'll have to do that one day. We aren't going to stop them. Sami's kisses caused Layla to panick. Tom bought Mary a diamond ring. Who's being punished? We've made plenty of money doing this. Tom admitted that he had stolen Mary's money. What would this buy me? Tom did that at school. Thanks for coming! I have never been inside a jail.,NA
2016/86,"Wen Bayird,Erwin Balwinski","37,38",Science Fiction in Argentina: Technologies of the Text in a Material Multiverse,2016,Reject,Reject,"Hitler led Germany into war. Half the battle is attitude, and you have a great one. The only limit is your imagination. Tom did it out of the goodness of his heart. Sami never pressured Layla to become Muslim at all. Don't run risks. Tom isn't old enough to go there by himself.",NA
2016/87,"Grayce Lohr,Tabitha Frawkin,Ariane Arnt,Billy Forsthoffer,Marline Scheidecker","39,40,41,42,43","Building on Progress: Expanding the Research Infrastructure for the Social, Economic, and Behavioral Sciences – Recommendations of the German Data Forum (RatSWD)",2016,Reject,Accept,"When I lived in the countryside, I could see millions of stars at night but I had no one with whom to share their splendor. Brush your teeth. Many people make that mistake. What do you mean by this? I'm still not all that interested in doing that. Don't make me beg. You know I shouldn't do that, don't you? When Tom was a kid, he read a lot of books. The Christian faithful flocked to Palestinian-governed Bethlehem in the West Bank to celebrate Christmas. We love each other and that's the only thing that matters. Who knows when Hu Jintao was born? Some people do not like to wake up early in the morning. I suspect Tom knows he isn't supposed to be doing that. You're Mary's brother? Is Tom really happy here? Sami had this conversation with Layla. Tom is quite ambitious. Sometimes we speak French, but we usually speak English. This is the best time of the year. How about a glass of wine?",NA
2016/88,"Sid Horikoshi,Moshe Tennyson","44,45","Correspondence of Jeremy Bentham, Volume 1: 1752 to 1776",2016,Accept,Reject,Gold is more expensive than lead. I know that Tom is incorrect. Mary says she saw Tom in the park. Tom's family must be missing him. The portions are huge. We're in this for the long haul. Tom and Mary are expecting John to do that. He knew Muslims would be offended by that cartoon. A friend can also be a dickhole. It astonishes me how fast he got to the end of the line. How much Berber do you know? Tom and Mary say they have nothing to do. I untied the ribbon. Readers are plentiful; thinkers are rare. This vehicle eventually became a successful family car.,NA
2016/89,"Leigha Puryear,Shakira Heidtke,Jennette Truly,Emmy Farfalla,Nakia Juliusson,Jenniffer Biber,Zina Goeller","46,47,48,49,50,51,52",Trabalho e regulação no Estado Constitucional,2016,Accept,Reject,"Tom is still angry with you, isn't he? I don't see any reason why we should do that. Tom said that the event was a success. This effectively makes our enemies helpless. The fatal weapon was found in the chamber smeared with blood. It was the same poniard which Henry should have worn on the wedding-day, and the unhappy sister had probably contrived to secrete on the preceding evening, when it had been shown to her among other articles of preparation for the wedding. You are kindly requested to meet me soon. I'm learning to do that. 3. If you do phone then hang up immediately, without following any instructions given. What do you want in return? Tom and Mary said that they were very bored. My watch is running all right. I'd really like you to invite Tom to our party. Tom didn't really go to church last Sunday. It was so cold yesterday I stayed home. I know he is watching me. Please put your seal here. Tom got Mary to lend him some money. The dress comes to my knees. She was aware of her parents' eyes.",NA
2016/90,"Fallon Schiefelbein,Hassie Krysinski,Daine Goger","53,54,55",The Impact of Formal and Informal Institutions on Economic Growth: A Case Study on the MENA Region,2016,Reject,Reject,I feel sorry for Tom's family. Tom and Mary don't do that as much as they used to. I'm glad we could do that for Tom. Fadil believed he was receiving divine messages. My horse is dead. I'll give you a couple examples. Tom and Mary are faster than John. How old were you when you learned to swim?,NA
2016/91,"Connie Baldearena,Deanne Bainbridge,Giuseppe Anos,Viki Ondik","56,57,58,59",iGovernment,2016,Accept,Accept,"Have a pleasant weekend! I will do a full stop and start a new sentence. Tom said he wouldn't want to do that by himself. Rich parents for everyone! Since Dawn arrived in orbit at Ceres in March 2015, scientists have located more than 300 bright areas on Ceres. I have trouble remembering my students' names. Tom is a rough man. Tom has told me he can't win. Tom is blowing soap bubbles.",NA
2016/92,Silvia Thiebeault,60,Destruction and Human Remains: Disposal and Concealment in Genocide and Mass Violence,2016,Accept,Reject,"I suspect Tom and Mary were planning on doing that. He does not know English, much less French. Tom told me he isn't sleepy yet. Would you rather not stay? I'm not so sure of that. Tom has tried to kill himself three times. Is there anything else you want to do? Viviana has important issues to discuss. It has been raining on and off since this morning. Mary had to pay her rent yesterday. My dream house has two bedrooms. I may be right. You like cheese, don't you? It was kind of spooky in the cave. Tom and Mary didn't want us at their party. Tom realized he didn't have enough time to do that. What fruit juices do you have? The political scandal took up the whole first page of the newspaper. I'll email you in Chinese later.",NA
2016/93,"Sherri Eisenberg,Krissy Bahl,Lynda Sukut,Silva Rispoli,Angelyn Tara,Yolanda Habif","61,62,63,64,65,66",Analytic Support to Intelligence in Counterinsurgencies,2016,Reject,Reject,"Tom approved that. They're academic champions. They said that they believed in ghosts. He has a straight-A report card. Can you tell those twins apart? They'll come looking for her. Tom has asked me to lend him some money. Tom isn't really a French teacher, is he? She grabbed her backpack. Was Tom in Boston at that time? Tom lives a few miles away. I became less and less interested in mathematics. Tom is very open. It's not easy to break the chains of addiction.",NA
2016/94,"Kera Coiner,Tatiana Deharo,Tina Newmyer,Micheal Rens,Mariann Poague,Sherryl Hagene","67,68,69,70,71,72",Perception in Aristotle's Ethics,2016,Reject,Reject,"The children solved the problem for themselves. Mary didn't go there by herself. The climate here is colder than I expected. We can't leave our tents on the beach where they are now. If we do, they'll be under water during high tide. She wants to go to Kabylie. I was kind of hoping that we could do that today. This temple is said to have been built over 500 years ago. Tom double-checked his bank balance before writing the cheque. I am an omnivore. What makes you think I don't need to do that? I have no liking for such birds. His book inspired me. Tom stabbed Mary three times. I'll buy one. How often and how much should I feed my dog? She's vulgar. The country respects the Prime Minister. Tom is very groggy and disoriented.",NA
2016/95,"Markus Veltz,Ron Haye,Kisha Hartory,Lance Keady","73,74,75,76",Human Remains and Mass Violence: Methodological Approaches,2016,Accept,Accept,"Sami has never seen his dad cry before in his life. There was nothing I could've done. Tom and Mary really hate each other. Sami and Layla were on the balcony. That is not a good idea. And we said to him: We cannot go: if our youngest brother go down with us, we will set out together: otherwise, without him we dare not see the man's face. Yesterday I went and fished by the river. This is inefficient. When will the law go into force? Sami is still a toddler. John became a policeman. I'll see Tom. Mary has finally found something she's good at. Mary is still not over her cold. I pass the bank every day on the way to work.",NA
2016/96,"Karrie Layhew,Regenia Hirschberg,Anneliese Cercone,Delcie Colpack,Echo Lauters","77,78,79,80,81",Dangerous Ideas: Women’s Liberation – Women’s Studies – Around the World,2016,Reject,Reject,"You shouldn't go looking for trouble. At the time of his arrest, Tom was living in Boston. Would you like to come to my parents' house? Tom wanted to talk to you about what happened. Sami worked in a stressful environment. I've failed. I am right for once. How many teeth does a cow have? That was our plan. I like drawing. His carelessness resulted in the accident. Anyway, you get the idea. Sami was spying on us. Fadil must have felt a tremendous amount of guilt. This is my girlfriend. Of course, I understand.",NA
2016/97,Mireya Churchfield,82,"Ostrannenie: On ""Strangeness"" and the Moving Image. The History, Reception, and Relevance of a Concept",2016,Reject,Reject,My younger brother is taller than me. Have you made progress in your studies? They asked her to babysit their children. Every insult from Joel is just a hidden compliment. We won't take them back. It's not serious. I live frugally. Sami paid the steak.,NA
2016/98,"Racheal Mcgunagle,Vance Klaft,Ghislaine Devier,Albert Catano,Shakia Sasao,Ruth Half","83,84,85,86,87,88","Homicide in American Fiction, 1798–1860: A Study in Social Values",2016,Accept,Accept,"They're not sure what they'll do. I told you I wouldn't do that anymore. I was in bed when you phoned. We have seats in the gallery. At dusk lanterns of many colours were lighted and the sailors danced merrily on deck. More and more doctors have begun to use the new medicine. They only do that when they're upset. I didn't think Tom would be cooperative, but he was. As Victor Hugo said, ""there is nothing in the world more powerful than an idea whose time has arrived."" I did that while Tom was sleeping. Sami's store is disgusting. They've painted their room white. Aren't you moving to Boston? All of these meetings are conducted in English.",NA
2016/99,"Ava Damato,Corliss Marciano,Iluminada Jocoy,Raisa Breaux,Nida Yagues","89,90,91,92,93",Building Moderate Muslim Networks,2016,Accept,Reject,"You gave me the wrong order. We have to call Tom. I wonder if it's possible to teach myself perfect pitch. She lies. I don't think Tom has any friends here in Australia. On the electric towel rail, the towel dries instantly. Tom is an early riser. A mother must protect her child's teeth from decay. I like this photo because it shows my virility. Tom and Mary say that they do that. If it were not for the air, planes could not fly. If you want a picture of the future, imagine a boot stamping on a human face — forever. Tom wants to sell his house. None of what's happening today has anything to do with me. I know that Tom has to go to Australia. Tom is pleased, but Mary isn't. I didn't buy Mary what she needed. I did that for free. Tom has family in Boston. I don't want to go to Harvard.",NA
2016/100,"Olimpia Belich,Yi Walko","94,95",Evaluating chronic disease management: Recommendations for funders and users,2016,Reject,Reject,"I need a soldering iron. This Kabyle dress is the most wonderful gift. Finish drinking your milk. My brother says he isn't afraid of the dark. I agree with you, Tom. Sami thinks this shit is funny. Tom thought Mary was sleeping, but she was actually awake. He isn't himself. Concert tickets are on sale at this office. I don't think that Tom is depressed.",NA
2016/101,"Maire Mcnevin,Ismael Doi,Bertram Nessmith,Grant Shike,Noella Kaska,Francesca Geisinsky","96,97,98,99,100,1",Workers' Compensation: Analysis for Its Second Century,2016,Reject,Reject,"I know that Tom and Mary are uncomfortable. I didn't talk to Tom about this. Sami was living in that apartment. Mary is an accountant, isn't she? Let's see what'll happen. You're making it worse. She screamed at the flash of lightning. Mary said she thought that Tom wouldn't do that tomorrow. Tom asked Mary not to do that again. I have other work to do.",NA
2016/102,"Raymon Gilpatrick,Victoria Wohlers,Dannette Debenedetti,Johnathan Mcmulen,Darla Chitwood,Elfrieda Loxton,Dina Dage","2,3,4,5,6,7,8",Exotic Moscow Under Western Eyes,2016,Accept,Reject,"Tom was sure that Mary was telling a lie. I'm still planning not to do that. You might say that doesn't matter very much, but actually it does. Tom and I love being together. I hope Mary knows why she doesn't have to do that. Let's do it again.",NA
2016/103,"Sibyl Locatelli,Gena Freshwater,Carie Shubrooks,Asia Smeathers,Ashli Kluemper","9,10,11,12,13",Rhetoric vs. Reality: What We Know and What We Need To Know About Vouchers and Charter Schools,2016,Accept,Reject,I speak German a little bit. There's so much. Maybe we shouldn't do this here. Are you sure this is a good time? I have absolutely no intention of telling Tom what you've just asked me to tell him. It must be true what they say. Are you sure of that? He claims that he is honest. Let's go there. I knew that Tom didn't do that very much. Sami bought some bread. Tom is an intern.,NA
2016/104,"Katelynn Dangerfield,Dustin Barben,Janeth Zierenberg,Ryann Babicke,Angela Blossomgame","14,15,16,17,18","Towards a Feminist Cinematic Ethics: Claire Denis, Emmanuel Levinas and Jean-Luc Nancy",2016,Accept,Reject,"I've already explained this to you many times before. Fadil was shot and his diamonds disappeared. Everyone loves an exquisite turn of phrase. And he seems to have the knack of finding exactly the right words for any occasion. Tom has been detained by the police. Tom is likely going to be able to talk Mary out of doing that. Yeah, that's what I said. He grew up to be a doctor. He's terrible at flirting. We flew nonstop from Osaka to Los Angeles. Sami wanted to watch more videos like these. I was bewildered. I think that I'm fluent in French. She is totally crazy for him. Tom was wearing flip-flops and a Hawaiian shirt. Tom seldom travels. I won't ask my father's permission to convert to Islam. I don't know right now. Tom's watching. I'm in love with someone else.",NA
2016/105,"Felica Layva,Theda Headly,Deborah Tavolacci,Wilburn Vigor,Reggie Fogelson","19,20,21,22,23",Julia 2010: The caretaker election,2016,Accept,Accept,That's exactly what she wanted. You have to figure out how to do that. She made out the application for admission. Tom got hit by a golf ball. Tom and Mary thought they might be permitted to do that today. It is the flight from Recife. I know Tom knows how Mary did that. He says that he's healthy. My parents tried to convert me to their way of thinking.,NA
2016/106,"Queenie Pienta,Joan Wehby","24,25",Achieving Strong Teamwork Practices in Hospital Labor and Delivery Units,2016,Accept,Reject,She was appreciably tanned after her vacation. How about my showing you around the town? Tom told me that he knows who Mary's grandfather is. I'm still not very good at volleyball. I'll study French tonight. He was hoping we'd do that for him. I'm off to a late start today. She became engaged to the rich man. Tom is thinking of moving so he'll be closer to Mary. Gymnasts are among the most flexible of all athletes. The work cannot be done in a day. Tom promised that he'd never again make such a mistake.,NA
2016/107,Brenda Bohrman,26,El reino del medio y su relación con Asia,2016,Accept,Reject,"Tom has a 13-year-old sister. The trouble is that it costs too much. If you're tired, go to sleep! My mum has to spoil things. Start now. Are you going to school tomorrow? You said to give Tom what he wants. I appreciate you making the time to see me. The infamous female burglar was never caught. How long have you two known each other? I had to do this today. There are five people in this photo. I apologize for this. He listened obediently.",NA
2016/108,"Bertha Fuhrmann,Vinita Behne,Kamilah Losser,Lanette Daty,Lissette Macugay,Nestor Siemonsma","27,28,29,30,31,32","Distant Companions: Servants and Employers in Zambia, 1900–1985",2016,Accept,Accept,"Tom is obviously not very impressed. Tom needs to get back to Boston. I think that you have a bright future. Tom is sitting next to Mary, isn't he? Aren't you afraid of getting hurt? Paul is not as fast as me. I may not be able to do that. I still have a lot of questions. Dan had a bright future. Tom seemed really scared. Tom will graduate in October. One of my dreams is to study the Icelandic language. I have to tell him off for his bad attitude. That is one of the most beautiful paintings I have ever seen.",NA
2016/109,"Suanne Airhart,Hershel Yellen,Tyree Nonemaker,Kathern Lorange","33,34,35,36","Technology and Film Scholarship: Experience, Study, Theory",2016,Accept,Reject,"Who told him? Tom didn't give up hope immediately. Does Tom know where everybody else is? Is there something wrong with me, Tom? What do your instincts tell you? Tom can go home.",NA
2016/110,"Wen Bayird,Erwin Balwinski,Grayce Lohr,Tabitha Frawkin,Ariane Arnt","37,38,39,40,41",México ante el fin de la guerra fría,2016,Accept,Reject,"I wasn't allowed to tell Tom what was going to happen. Tom was looking forward to going to a movie with Mary. Tom isn't quite as tall as Mary. Sami pulled up to a hospital. Daddy, I can't walk any more. Could you give me a piggyback ride? Tom looked all over for his keys, but couldn't find them. I didn't even know we had practise. Can you recommend a place to stay in Boston? He lived in Algiers. I don't really watch TV. I only read Playboy for the articles. And we answered thee, my lord: We have a father an old man, and a young boy, that was born in his old age; whose brother by the mother is dead; and he alone is left of his mother, and his father loveth him tenderly. The world is unjust. Tom's advice has been helpful.",NA
2016/111,"Billy Forsthoffer,Marline Scheidecker,Sid Horikoshi","42,43,44",Moving Los Angeles: Short-Term Policy Options for Improving Transportation,2016,Accept,Reject,A woman was sitting on a stool in a bar. Why do you think that's a bad idea? That child grew a lot in a short amount of time. I thought you said that you only did that once. Tom looks a lot like his father did at the same age. I will be able to see you tomorrow unless something unexpected turns up. Mary certainly enjoys her wine. Tom is asking for the impossible. Mary felt her heart beating faster. Tom lived in Boston until a few years ago. I just told Tom and Mary why I didn't like them. The girl got distracted and lost sight of her parents. The man in the corner addressed himself to the husband. Is there something you want to tell Tom? I told Tom that Mary was mad at him. You're like a brother to me. There's something here for everyone.,NA
2016/112,Moshe Tennyson,45,Yeats's Legacies: Yeats Annual No. 21,2016,Accept,Accept,"Indonesians were Islamized by Arab merchants. Give us the gun. Tom is pretty creative, isn't he? Tom was just pretending he couldn't understand. I don't have Tom's number. Sami and Layla were doing the same thing. Tom was clearly skeptical. Tom knew that Mary wasn't very hungry. Why did you do this to me? I don't think that Tom will kiss Mary. They told me that they were going home. Are you going to take part in the next race? I nodded once. He claims he won. If you find yourself trapped by a bear in the forest, your best bet is to drop to the ground and play dead. No matter who comes, don't open the door. I want to be part of this.",NA
2016/113,"Leigha Puryear,Shakira Heidtke,Jennette Truly","46,47,48",Electronic Surveillance of Mobile Devices: Understanding the Mobile Ecosystem and Applicable Surveillance Law,2016,Reject,Reject,That was a very risky thing to do. Tom says he doesn't regret what happened. Tom crouched down by the gate. Mary told me that she wanted to help. I thought that Tom was an electrician. Tom said that Mary didn't think John really did that. I hate that trumpet. It was this fountain pen that I bought in Paris. My mom gave me RM100 to buy necessities. I knew that Tom wasn't a lieutenant. Mennad talked about his experience with depression. That's a bright idea. Don't push. I'm suffocating. Today is a hot day I don't want to do anything with Tom. One lab in Houston is developing refillable implants placed under the skin to potentially deliver life-saving medicine at a low cost for various diseases. Tom ran to the exit. My door is always open. Feel free to visit when you want. Tom is a good-looking man.,NA
2016/114,"Emmy Farfalla,Nakia Juliusson,Jenniffer Biber,Zina Goeller,Fallon Schiefelbein,Hassie Krysinski","49,50,51,52,53,54",China: Twenty Years of Economic Reform,2016,Accept,Reject,People learn from me. The mouse ran underneath the bed. I'm not sure that this is necessary. I don't know why Tom and Mary are doing that. Venice is a city on water. Mennad's helmet doesn't fit his head that well. I'm sometimes scared of the dark.,NA
2016/115,"Daine Goger,Connie Baldearena,Deanne Bainbridge,Giuseppe Anos,Viki Ondik","55,56,57,58,59",Medio ambiente: problemas y soluciones,2016,Reject,Reject,I don't see any resemblance. You are tired. I'm kind of happy. Their married life was full bliss. She was standing in the front of the classroom. This feeling is very easy. Don't get overconfident. What's wrong with me paying the bill? I need corrective lenses. I felt I needed to help Tom. I think that Tom got home by himself last Monday. She won't tell me when she was born. My job search is really going rough. I don't have any connections. He said he wanted me to stop. They told me that they're ready. She's smaller than me. Fadil had a greedy girlfriend. I looked behind me and my heart stopped. Tom worked until he was too tired to continue. Tom says he's sleepy.,NA
2016/116,"Silvia Thiebeault,Sherri Eisenberg","60,61",The Crisis Imperative: Crisis Rhetoric and Welfare State Reform in Belgium and the Netherlands in the Early 1990s,2016,Accept,Accept,"Sami administered CPR to Layla. What a big difference, isn't it? We'll see you then. Would you tell Tom what he did that made you so angry? In the north, it's cold in the winter. ""Mom, do you know where the thermometer is?"" ""It's not in the usual place?"" ""Yeah, I checked."" You didn't have permission to do that, did you? She said that she likes to do that. The average wind velocity is very low. Is this your all's cellphone? It's not difficult if you study. I knew Tom and Mary weren't planning on doing that. Violet wrote a letter once a month.",NA
