paper_id,authors,author_ids,title,year,committee_presentation_decision,committee_publication_decision,abstract,body
2016/33,"Damien Ridders,Georgiana Ransier,Senaida Tiro","39,40,41","Waddenland Outstanding: History, Landscape and Cultural Heritage of the Wadden Sea Region",2016,Reject,Reject,"She laughed the way schoolgirls do, with her hand over her mouth. Get your paws off me. I just want some souvenirs to remember this place by. Sami told Layla what he wanted to do. Tom warned Mary not to trust John. I think I have almost enough money to buy the computer I want. When in a bus, I always sit at the front. Tom isn't doing that now. Who was here yesterday? Maybe I don't need them. He hid his dictionary out of sight. I've only written three songs this year. You are learning Arabic. People here are happy. I admire you for your courage. Tom knows how to tell jokes. Tom was caught red-handed trying to steal a bracelet. Are you and Tom both drunk? He did the job the best he could. I bear in mind that misfortunes never come singly.",NA
2016/34,"Helene Chimento,Renetta Rufer,Patti Iler,Martha Walburn,Gina Silquero","42,43,44,45,46","Hell Or High Water: James White's Disputed Passage through Grand Canyon, 1867",2016,Reject,Reject,"I didn't know that Tom was studying French with Mary. There are so many stars in the sky that I can't count them all. I said I still don't know. I asked Tom if he'd ever kissed a girl. I'm sure Tom will turn up. Tom wanted Mary dead because she had murdered his kids. I'm beginning to have second thoughts. Tonight is your turn. I knew Tom was expecting us. I don't think it ever works. What is 'terpomo'? An apple in the ground, or a potato? Red sky at night, sailor's delight. Red sky at morning, sailor take warning. Tom says that he wants to go to Australia. The meeting lasted one hour. Tom ransacked Mary's room, looking for money. Do you eat lunch in the classroom? Sami was hurting Layla.",NA
2016/35,"Brenton Landherr,Douglass Teagues,Suzanne Gomoran,Delilah Feliz,Jerold Garski,Elna Hohlstein,Jonathan Odea","47,48,49,50,51,52,53","Security in a Small Nation: Scotland, Democracy, Politics",2016,Reject,Reject,"I was off that day. His goal is to not earn money. I don't know exactly what that means. I have a bathrobe, but I seldom wear it. Tom promised that he'd do that again. It is fall that I like best of all the seasons. We got here first. Tom doesn't know the difference between right and wrong. The criminal had to conceal his identity. I wonder whether or not Tom still remembers how to swim. You're untalented. What happened next startled Tom. I am called John. I've decided never to vote again. She went either to London or to Paris. You have to come back in 30 minutes. I don't have anything particular to say. Mary is a very fast swimmer, isn't she? He turned pale at the news.",NA
2016/36,"Conchita Rueter,Catarina Hinson,Royal Boghossian,Claretta Waugaman,Jonah Barnhardt","54,55,56,57,58","Compound Histories: Materials, Governance and Production, 1760-1840",2016,Accept,Reject,"Tom said that the earthquake woke him up. Tom pedaled his bicycle as fast as he could. It shouldn't be like this. One of us could help Tom. Hang on, I need to go to the bathroom. Tom is obviously awake. Is Tom going to sing tonight? As expected, Tom didn't show up. Tom insisted that he was right. I prefer soap as a liquid rather than a bar. The best student is the one who accepts the correction. They said that they were very worried. The cave is easy to access. There's nobody there. In this hotel there are only rooms for non-smokers. They say that they'll do what they have to. Tom was an electrical engineer. Sami's punch was not that strong.",NA
2016/37,"Mi Streets,Ailene Tobler,Maricela Westbrooke","59,60,61",The Nile: Natural and Cultural Landscape in Egypt,2016,Reject,Reject,"Tom wants to travel around the world. When looking for a new job, do not forget to read the want ads in the newspaper. Take one four times a day, after meals. Which is easier for you to speak, French or English? Attention is a currency that I am familiar with. I thought they found her. Mary made a clothes line out of a cord. For various reasons, the departure will be postponed. We need to hire another French teacher.",NA
2016/38,"Dionna Brawner,Lala Gutta,Alvera Liberman,Dalene Mcpike,Magda Fowkes,Elinor Irigoyen,Briana Rhynard","62,63,64,65,66,67,68",Everywhere Taksim: Sowing the Seeds for a New Turkey at Gezi,2016,Reject,Reject,They work for a packaging company. I'm your older sister. Only some of us can speak French. I wasn't able to get Tom to do that. It would've been interesting to do that. I would've let Tom and Mary do that. Tom spent the past three years in prison. Tom and Mary said they didn't have time to do that right now. Tom wanted his freedom. I won't be able to sleep tonight. Sami didn't get a response. Tom and Mary weren't able to do everything they wanted to do.,NA
2016/39,"Tony Cassavaugh,Venita Conchas,Chantel Margheim,Nannie Drost,Lashaun Auman","69,70,71,72,73",Screens,2016,Reject,Reject,I will act on your advice. Tears ran down my face. Sami was stealing from his mother. I hope the rain holds off for a few hours more. Mennad tried his best. I charge legal advice. I think that Tom could still do that better. It is pleasant to shave off my beard. This creates a lot of political problems. Algerians have every reason to be proud of their country. Sami was pulling away from that friendship. I feel more Scottish than ever before. Fadil told Layla to hold the gun on Rami. She had the book with a torn cover under her arm. What is he running after?,NA
2016/40,"Muriel Siddiqui,Tifany Sarff,Christy Stavrides,Pamela Umholtz,Lorita Protich","74,75,76,77,78","Democracia na América Latina: Democratização, tensões e aprendizados",2016,Accept,Accept,I'll never be as good as her. Did Tom change his opinion? But this is the story of an old man who wants to die. She thinks she's related to me. Mary says she's trying to quit smoking. I don't like to be indebted to anyone. I know I need help. It all felt so unreal. He said he'd do that for sure.,NA
2016/41,"Sonja Beach,Kenny Strause,Maragaret Wielgus,Jenniffer Winninger,Celinda Bibber,Louann Freidin,Jina Puelo","79,80,81,82,83,84,85","Europa, wie weiter?: Perspektiven eines Projekts in der Krise",2016,Reject,Reject,I esteem it an honor to address this audience. This book is designed to teach children how to read. It's actually not that big a problem. Tom isn't too happy. Where did you say you got this? It is dangerous to swim here. You must pay attention to his advice. Tom dyed his hair bright red. Don't you usually go to the country in the summer?,NA
2016/42,"Letha Cantine,Avis Blasz","86,87",Notas sobre sirvientes de las Californias y proyecto de obraje en Nuevo México,2016,Reject,Reject,"My portable computer runs Linux. I don't think that Tom was mad. A new hotel has opened in the neighborhood. This fairy tale is easy enough for a seven-year-old child to read. We misjudged you. May I know your name again? Tom has a good memory, too. I'm not sure I'll be much help. I still haven't done what Tom asked me to do. This is going nowhere. Tom isn't likely to let you drive. Tom thinks that Mary won't be busy after 2:30 this afternoon. She said she knew you could win. I'm impressed with how much you've improved. Did you know Tom and Mary were tired? It isn't enough to just say you're going to vote. You need to vote. Roosevelt worked hard to improve the United States relations with Japan. I can't remember the last time I was this happy.",NA
2016/43,"Cecelia Varughese,Cecile Schadegg","88,89",Change!: Combining Analytic Approaches with Street Wisdom,2016,Accept,Accept,Sami eats clean food. I thought Tom was trying to impress me. Tom said he that thought I was flaky. They needed assistance immediately. Tom noticed something on the floor. I just wanted to know. Do Tom and I still need to do that right now? Do you remember that we had a phone with a rotary dial? Tom and Mary sat together on the bus. Sami was covered in tattoos and body piercings. You spend too much time with him. Would you like some tea? I'm very discrete. I've only read the first part of the book. I didn't think that anyone really thought Tom was busy. The storm has gradually abated.,NA
2016/44,"Edda Chaffins,Matilda Roberson","90,91",Current and Projected Characteristics and Unique Health Care Needs of the Patient Population Served by the Department of Veterans Affairs,2016,Reject,Reject,I looked up the words in my dictionary. Let me know what you decide. I know that Tom won't do that anytime soon. I thought that you said that you didn't want to be disturbed. You need to call me immediately. Tom and Mary want me to give them some advice on buying stocks.,NA
2016/45,"Darla Goyette,Pearlie Blakelock,Fidel Seawell,Clementine Clish,Van Sien,Luigi Grisostomo,Edra Wahlberg","92,93,94,95,96,97,98",Enlarging the European Union: A Computable General Equilibrium Assessment of Different Integration Scenarios of Central and Eastern Europe,2016,Accept,Reject,"Tom said Mary wasn't going to do that. Tom told me he thought Mary was hurt. I prefer the big one over the little one. What tempted him to come home? We better hurry. Where's the director? You want to remain anonymous. Usefulness, whatever form it may take, is the price we should pay for the air we breathe and the food we eat and the privilege of being alive. That colour doesn't look good on me. He shook his head to say no. I drank beer out of a plastic cup. My grandfather is still sound in mind and body. She tore the letter into a thousand pieces. Tom said that he won't be in Australia next week. That Hungarian actor owns several cinemas. Just to be clear, what exactly do you want me to do? I like the old car more than the new. Tom always yells when he's angry. Are Tom and Mary any better today?",NA
2016/46,"Bert Hrbek,Tilda Borza,Ava Woolhouse,Augustus Fleisner,Ramona Fischer,Gretchen Ryen,Shirl Hundley","99,100,1,2,3,4,5",Developing Writers in Higher Education: A Longitudinal Study,2016,Accept,Accept,Artificial intelligence can now collect information from social media and the internet to help designers understand what the public likes. Stop for a moment. This scanner can see through clothes. Last year was a pretty good year. The poem is on page four. He didn't believe that honesty is the best policy. I remember getting really sick after we ate these. Tom and Mary said they'd be able to do that this afternoon. I'm living in Boston now. Don't make any loud noises. Wallowing is an important element of a good life in pigs. Tom poured himself a drink. Mennad has a normal dick.,NA
2016/47,"Arlen Sol,Eli Sikes,Ann Kappen,Rubi Tryninewski,Blanch Neece,Laureen Marsala","6,7,8,9,10,11",Political Strategies in Pre-Columbian Mesoamerica,2016,Reject,Reject,I like working in Boston. Tom wanted to get someone to do that for Mary. I didn't think you meant that. Tom took off his clothes and put on his pajamas. Mary said that she felt lightheaded. Dan knew he had a problem. Tom is partially wrong. I think I locked my keys in the car. Tom and Mary want to get married. The birds' singing is pretty. I won't be able to visit for a while. We were not very used to this type of teacher. Flower arranging is a traditional craft in Japan.,NA
2016/48,"Alyce Seek,Margert Kissick,Ligia Kisling","12,13,14",Considerations for Integrating Women into Closed Occupations in the U.S. Special Operations Forces,2016,Accept,Accept,Tom slipped on the wet floor and dislocated his knee. She put lots of sugar in the coffee. We won't quit now. I was talking about you. Beautiful flowers don't always produce good fruits. I've never seen anyone swimming across a river. Tom built the doghouse himself. My foot was amputated.,NA
2016/49,"Tisa Pezzullo,Tamela Surma,Ronda Rollow,Emelia Stanojevic","15,16,17,18",Does War Belong in Museums?: The Representation of Violence in Exhibitions,2016,Reject,Reject,She can only trust him. Sami tried to fight me. Choose whichever you want. They always associated a heavy rain with flood. I hope Tom's not too mad at me. I had to change the plan. I'll see her tomorrow. I didn't think we had enough time.,NA
2016/50,"Tosha Govin,Marissa Naasz,Kieth Ludke,Juli Dillion","19,20,21,22",The Coombs: A House of Memories,2016,Reject,Reject,"The bus will be arriving soon. These are expensive tickets. Tom and John both hit home runs. You must do that more carefully next time. Tom and Mary are already teenagers. What are you so nervous about anyway? If we're not careful, the same thing will happen to us. Mary can still make it on time if she runs. Where can I find a good course in Sorbian? How many hours have Tom and Mary already spent doing that? I feel malnourished. Look, don't worry about Tom, OK? This is the first time I've ever beaten my dog. We're waiting for the right moment. Tom won't have to say anything. Tom and Mary said they weren't coming.",NA
2016/51,"Willis Jung,Lela Alattar","23,24",Collaborative Production in the Creative Industries,2016,Reject,Accept,"That dress is awful. Do you want to go to karaoke together sometime? Tom is in his thirties, but he looks much younger. I've already told Tom why he has to do that. That's no longer a problem. How much do you make mowing lawns? You shouldn't talk to a bus driver while he's driving. I won't ever use that. Do you need money? Tom hardly knew Mary.",NA
2016/52,"Randa Remo,Noelle Mattler,Candi Diederich,Donna Gelo,Tobie Cotilla,Adolph Bragg","25,26,27,28,29,30",Connecting Faith and Science: Philosophical and Theological Inquiries,2016,Accept,Reject,"The pain is excruciating. What are the chances that Tom will do that? You have to brush your teeth before going to sleep! I can fix the heater. I took a shower and then went to bed. I'm a little crazy. Is Tom a Canadian citizen? I had planned to stay in Australia all month, but something came up and I had to come back to New Zealand. We should talk to her. I'm beginning to believe we'll never convince Tom that he's wrong. Even Tom and Mary don't dance anymore. Sami has been back to Cairo since then. She wanted me out of her life. You may eat anything in the refrigerator. I thought we had something to give to Tom.",NA
2016/53,"Linwood Chebret,Kandis Contento,Luann Mcdearman,Sau Prucnal,Lloyd Brodtmann","31,32,33,34,35",Las regiones ante la globalización.: competividad territorial y recomposición sociopolítica,2016,Reject,Reject,"There's nothing to talk about. I know Tom expects me to help Mary. I don't want to go to Tom's party. He begins to sketch no matter where he is. If you are tied up now, I'll call you back later on. We could be making a big mistake here.",NA
2016/54,"Natalie Dugal,Eura Chrusciel,Kristel Ziebell,Damien Ridders","36,37,38,39",Ripples of Hope: How Ordinary People Resist Repression Without Violence,2016,Reject,Accept,Tom and Mary hope they can to stay in Boston until next October. Layla is still the same Layla. I wish I didn't have to go to Australia next week. He can't just do whatever he wants. The rebel was ultimately captured and confined to jail. Thanks a million. It is very beautiful. Please tell Tom Mary called. He kept asking questions about Islam. Many foods considered traditionally European are made with ingredients originating from the Americas. Let's make cupcakes. I'd like her to take me home. We have no special plans. Tom kissed Mary on the Ferris wheel. Tom ate some peach cobbler. Mary said she'd try doing that today. I'm afraid there's a little snag. It looks like something's going to happen soon.,NA
2016/55,"Georgiana Ransier,Senaida Tiro,Helene Chimento,Renetta Rufer","40,41,42,43","The Sound of William Barnes's Dialect Poems: 1. Poems of Rural Life in the Dorset Dialect, first collection (1844)",2016,Accept,Reject,Don't be stingy with the tip. I wish you all the luck in the world. Tom said Mary thought he might want to do that by himself. Sami was doing everything. I saw her a few minutes ago. I thought we were all going to die. I've lived in this house for two years. Your Berber doesn't have to be perfect. His voice doesn't go with his appearance. Tom really needs to do that as soon as he can. Maybe we should just sit down. I feel like waiting. Tom said that he doesn't plan to do that here. Are you really hungry?,NA
2016/56,"Patti Iler,Martha Walburn,Gina Silquero,Brenton Landherr,Douglass Teagues","44,45,46,47,48",Asian Economic Integration in an Era of Global Uncertainty,2016,Reject,Reject,"You shouldn't be nervous. What did you order? Mary thought that she was going to be busy all morning, but she wasn't. You may leave anytime you want to. I agreed to be there by 2:30. It isn't a problem to postpone the meeting. I'm not used to it. I don't have a garden.",NA
2016/57,"Suzanne Gomoran,Delilah Feliz,Jerold Garski,Elna Hohlstein,Jonathan Odea","49,50,51,52,53",Developing an Army Strategy for Building Partner Capacity for Stability Operations,2016,Reject,Accept,"Tom read the poem he wrote to Mary. Sami just moved here. Tom is done, isn't he? Sami's dog is so defensive. Tom said that he was very anxious to do that. This place is nice and quiet. Please follow the nurse's directions. That went very well. Susan has promised her mother that she will call her to let her know that they have arrived safely. I cannot understand this passage from the Bible for the life of me. Many African Americans love spicy food. We don't let Tom do that. Mary says she'd rather not do that today. Tom is at the shopping center, buying supplies. Tom said you lived in Boston.",NA
2016/58,"Conchita Rueter,Catarina Hinson,Royal Boghossian,Claretta Waugaman,Jonah Barnhardt,Mi Streets","54,55,56,57,58,59",Teaching ‘Proper’ Drinking?: Clubs and pubs in Indigenous Australia,2016,Accept,Accept,I feel like I'm making progress. I enjoyed every minute of it. There's nothing we can do for Tom. I interpreted her silence as a refusal. He started to understand the Quran better. She's devoted to her three children. Tom and Mary aren't as tough as they look. Tom doesn't have as much patience as you.,NA
2016/59,"Ailene Tobler,Maricela Westbrooke,Dionna Brawner","60,61,62",Post-Katrina Recovery of the Housing Market Along the Mississippi Gulf Coast,2016,Accept,Reject,"Fadil involved Layla in some illegal activities. Tom realized Mary wasn't happy. Tom and Mary were both very busy. I have no will power when it comes to dieting. Do the glasses fit you well? Tom obeyed. Tom isn't as good a golfer as he says he is. There was a little gray house peering around a white apple orchard on a slope beyond and, although it was not yet quite dark, a light was shining from one of its windows. They deported Tom. Sami didn't really like that girl. How many hours did it take you to do that? Please say something, Tom. It's quite possible that I'm mistaken. She told me that she was interested. Tomorrow, I am coming back from Hong Kong to the mainland.",NA
2016/60,"Lala Gutta,Alvera Liberman,Dalene Mcpike,Magda Fowkes,Elinor Irigoyen,Briana Rhynard,Tony Cassavaugh","63,64,65,66,67,68,69",Biostratigraphic and Geological Significance of Planktonic Foraminifera,2016,Accept,Reject,Tom had a rotten summer. Sami started reading the e-mails. His mother said that he had been ill in bed for five weeks. That umbrella is Tom's. Has the Foreign Secretary arrived yet? Tom started smiling. Tom wouldn't do such a thing. I didn't want it to happen this way. Tom has made several serious mistakes.,NA
2016/61,"Venita Conchas,Chantel Margheim","70,71",Fichas mexicanas,2016,Accept,Accept,"I hope Tom and Mary aren't quicker at doing that than I am. Tom doesn't know how rich Mary is. I'm really worried that I haven't got enough time. Why don't you just apologize? My family needed money, so I started working when I was thirteen years old. Barsoom Garden is the biggest botanical garden on Mars. Sami was a fire chief. She told me that she was furious. Tom and Mary said they thought we shouldn't go to John's party. The blue umbrellas are Tom's and mine. The country declared its independence on the seventh of September of eighteen twenty-two. Tom wasn't the one who told me that. Mennad talked about suicide. What are the other men doing? I'm feeling pretty good right now. You want to pay with a check? Whenever you may call, you will find him at his books. We must plan ahead. Little did I think that I would win. Tom looks apprehensive.",NA
2016/62,"Nannie Drost,Lashaun Auman,Muriel Siddiqui","72,73,74",National Patient-Centered Clinical Research Network (PCORnet) Phase I: Final Evaluation Report,2016,Reject,Reject,Tom caught me. They told me that they weren't experts. I feel I'm wasting my time. Wine is not to my taste. Tom and Mary had different ideas. The police started to look into the murder case. I always walk to school if it's not raining. She got very angry with her children. Sami began to have his doubts. These fools broke the law that forbade breaking the law.,NA
2016/63,Tifany Sarff,75,The Federal Role in Terrorism Insurance: Evaluating Alternatives in an Uncertain World,2016,Accept,Reject,We heard a lot of yelling. Tom certainly wasn't very helpful. I didn't really know what to do. I told her a few jokes. Tom said he wouldn't mind if Mary did that. I have to re-check this. Your sister is an awesome girl.,NA
2016/64,Christy Stavrides,76,The Logic of the Laws: A Structural Analysis of Malay Language Legal Codes from Bengkulu,2016,Accept,Accept,Tom said he slept well last night. Mary said she and Tom had a fight this morning. Let's try to not do the work. Tom doesn't like the way Mary looks at him. Everyone is on vacation. I don't see any way of stopping Tom from dancing. All medals have two faces. It'll be difficult to do that. Tom didn't look at me. Sami went next door to confront Layla. Layla taught Fadil the price of breaking promises. I got a farewell present from everyone. These are shocking results. Sami and Layla are staring at me. I still don't know if we'll go to the museum. Don't touch me again!,NA
2016/65,"Pamela Umholtz,Lorita Protich,Sonja Beach","77,78,79",Contra o tempo: filosofia prática do instante,2016,Reject,Accept,"Because there was traffic, I was late to the meeting. Tom's alibi seemed airtight. Tom's new bicycle is metallic red. I told Tom that I didn't think I'd be able to do that by myself. She looks busy, doesn't she? Japan is the best country in the world. She was taught English by the nuns. So that's Tatoeba. I've promised to go to Australia with Tom. I'm thinking about a chemistry problem. No, it's the tomatoes. Inadequate questions give rise to inadequate answers. I love that show.",NA
2016/66,"Kenny Strause,Maragaret Wielgus,Jenniffer Winninger,Celinda Bibber,Louann Freidin","80,81,82,83,84","Reimagining Marginalized Foods: Global Processes, Local Places",2016,Accept,Reject,"I see him every day. Tom stepped off the scale. Let's eat sukiyaki. A WMV file is a video file. The press is focusing on the scandal. No one's in charge. Fadil knew a drug dealer by the name of Rami. Down fell the house a week later. Tom hasn't yet given up hope. If only that lamp weren't shining in my eye. Tom and Mary wondered where they were supposed to sit. A successful local boy is coming home. You don't need to know everything, you just need to know where to search.",NA
2016/67,"Jina Puelo,Letha Cantine,Avis Blasz,Cecelia Varughese,Cecile Schadegg,Edda Chaffins","85,86,87,88,89,90",Toward a Culture of Consequences: Performance-Based Accountability Systems for Public Services -- Executive Summary,2016,Reject,Reject,"I didn't break my promise. Sami won't be able to do it. Tom was just about to say something when the door opened. Mary said that she wouldn't dance. I am of mostly Berber ancestry. I'm glad you're OK again. Tom set down his cup. I hear that Tom sleeps in the nude. Tom deserved it. You'd better be very careful. I thought you had balls, it seems I was wrong.",NA
2016/68,"Matilda Roberson,Darla Goyette,Pearlie Blakelock,Fidel Seawell,Clementine Clish,Van Sien","91,92,93,94,95,96","National Competitiveness of Vietnam: Determinants, Emerging Key Issues and Recommendations",2016,Reject,Reject,"Tom is upstairs in bed. Finally, Sami has had enough. Tom said that Mary has always lived in Australia. It's that spirit—a faith in reason, and enterprise, and the primacy of right over might—that allowed us to resist the lure of fascism and tyranny during the Great Depression; that allowed us to build a post-World War II order with other democracies, an order based not just on military power or national affiliations but built on principles—the rule of law, human rights, freedom of religion, and speech, and assembly, and an independent press. Tom doesn't know what he did to make Mary so angry. My boss has never invited me to her house. Tom might be lying to you. She felt insecure about her future. Tom wanted me to teach him how to do that. Happiness does not consist only in having many things. It's to your left. I suspect Tom and Mary were there. You just stay with me.",NA
2016/69,"Luigi Grisostomo,Edra Wahlberg,Bert Hrbek","97,98,99",Bridging the 'Know-Do' Gap: Knowledge brokering to improve child wellbeing,2016,Accept,Reject,Tom is legally incapable. It appears that you have appendicitis. For me this is a rumor. Boston is beautiful at night. You seem really happy this morning. Can you tell us what happened to you? They fooled the boy into stealing his father's watch. The actress is practising her lines. Do you feel God's ubiquity? What do stores do with unsold merchandise? I don't think Tom knows what to do. My neighbors are Canadian. Tom didn't even have enough money to buy a cup of coffee. I appreciate what you did today. I've been dreaming of this trip for a long time. I wish I could figure out how to fix this. Mary could hurt herself. Do Tom and Mary still go to school? Tom couldn't talk to Mary and there was nothing he could do about it.,NA
2016/70,"Tilda Borza,Ava Woolhouse,Augustus Fleisner,Ramona Fischer,Gretchen Ryen,Shirl Hundley","100,1,2,3,4,5",The Research University in Today’s Society,2016,Accept,Reject,"I wasn't laughing at you. I raised you from an infant. Tom didn't sign the agreement. I don't think Tom is awake. It's completely crowded in there. Tom always liked me. Others thought of the blue cross. Tom and I can handle it by ourselves, I think. The large crowd roared in approval as Mark Knopfler played the first few bars of ""Money for Nothing"". She showed me her phone. I decided to take the opportunity to go and visit him. Tom doesn't have to do anything he doesn't want to.",NA
2016/71,Arlen Sol,6,Morals Not Knowledge: Recasting the Contemporary U.S. Conflict between Religion and Science,2016,Accept,Reject,"Do Tom and Mary like it there? Mary told us she wasn't allowed to help. She tasted the food and grimaced. You don't have to choose. Heaven and Earth are like the wheel of a cart: ending then beginning anew, reaching their extremes they turn back again, - nothing is ever out of place. Tom put some change into the vending machine and punched a button. Sami is my pride and joy. Try to keep yourselves warm. ""Nay, Juno, too, who now, in mood malign, / earth, sea and sky is harrying, shall incline / to better counsels, and unite with me / to cherish and uphold the imperial line, / the Romans, rulers of the land and sea, / lords of the flowing gown. So standeth my decree."" I think that this is a sunny spot. Things were never the same after that. I told Tom I thought it would be OK to do that. I know that Tom doesn't know why you did that alone. I'm afraid you won't agree.",NA
2016/72,"Eli Sikes,Ann Kappen,Rubi Tryninewski,Blanch Neece,Laureen Marsala,Alyce Seek","7,8,9,10,11,12",Counterinsurgency in Iraq (2003-2006): RAND Counterinsurgency Study--Volume 2,2016,Reject,Reject,She found it. I've lost a little weight. I always just took it for granted that you would be there for me. I plan to be a teacher someday. Tom and Mary do what they want. I haven't yet apologized for doing that. She's an important part of our family. I'm living in Boston at the moment. Tom said I shouldn't do that anymore. I don't mind the smell. I know why Tom got interested. The clouds dispersed.,NA
2016/73,Margert Kissick,13,"Großerzählungen des Extremen: Neue Rechte, Populismus, Islamismus, War on Terror",2016,Reject,Reject,"I don't like getting hurt. I'm sure that Tom will visit Australia. The police threw Dan in jail. I should've just minded my own business. I wonder if Tom is really interested. Alessandro Volta was born on the 18th of February 1745, 270 years ago in Como, Italy. Tom thinks that schools should teach children to obey authority. It's clear that Tom still believes that that's going to happen. He is pleased with his work. There is a big problem as far as opinion polls are concerned. I know that you said that. Tom said he wanted me to spend the summer in Australia with him. Did you paint this yourself? Tom got home pretty late at night. Philetas, the judge, having to render his sentence, swore by Pan and the Nymphs, that neither Daphnis nor his goats were in fault, that only the sea and the winds could be accused, and that they were not under his jurisdiction. It doesn't look like the performance is about to end. Tom was kind enough to lend me large sum of money. It's called the ""Famine Couch"" and you can actually eat it if need be. I know that Tom might need to do that this week. Tom and Mary said that they're safe.",NA
2016/74,"Ligia Kisling,Tisa Pezzullo,Tamela Surma,Ronda Rollow,Emelia Stanojevic,Tosha Govin,Marissa Naasz","14,15,16,17,18,19,20",Amériques transculturelles - Transcultural Americas,2016,Reject,Reject,Sami can't smoke weed here. Tom would classify it as a great book. It is worthwhile to have a try at it. Tom will likely be displeased. The main character is a man whose name we do not know. The sacrifice was seen as a way of sanctifying the act. The government is scheduled to put the plan into practice next year. This word is derived from Greek. Tom wanted to eat a couple of slices of salami. I know that Tom and Mary are strict. I walked the whole way to the station. Sami stopped talking to Layla. I was pretty confident. These aren't Tom's gloves. Mary will be arrested if she does that again.,NA
2016/75,"Kieth Ludke,Juli Dillion,Willis Jung","21,22,23",Adat Atjèh: Reproduced in Facsimile from a Manuscript in the India Office Library,2016,Accept,Reject,"I came here to tell you what I found out. We talk about it every day. Why didn't you slow down? You know where I'll be. We have another ten miles to walk before sunset. I just need some time to find her. This is mine, right? Tom said that was the first time he'd ever done that. Tom has never been on a ship. Tom caught the ball with his left hand. Tom said Mary hasn't been punished for doing that. In short, we can say the following. Tom overheard Mary and John's conversation.",NA
2016/76,"Lela Alattar,Randa Remo,Noelle Mattler","24,25,26",Urheberrechtssysteme und kollektive Rechtwahrnehmung in Südosteuropa,2016,Reject,Reject,"Why would you want to buy that? Tom is moody. I'm not available. Are you all still OK with that? Can I take her home? I thought that you were asleep. Mennad has said it too many times. The villagers, however poor, were kind to others. I auditioned for a role in the Arab movie, but, unfortunately, without a beard I just didn't look the part. Tom said he had never planned to stay that long. Why should I pay? Don't trust him no matter what he says. And he's gonna get away with it? I am seldom at leisure. Tom and Mary said that they probably won't do that.",NA
2016/77,"Candi Diederich,Donna Gelo,Tobie Cotilla","27,28,29","Work, Sex and Power: The Forces that Shaped Our History",2016,Accept,Reject,"Sami knew that I had a stepson. She doesn't talk to us anymore. Tom is hesitant to refuse to do that. I hope I can get my old job back. He delivered a speech. I hope Tom goes to Australia. Your session expired, please log yourself back in. Between you and me, he's a shallow thinker. Bucharest is not Budapest. I never did! You were told to stay on the ship. It's very, very important. Let's find him. Tom promised Mary that he'd do that. Help me and I'll help Tom. Many local traditions have fallen into decay in recent years. The best things in life aren't things. Tom likes his beer really cold. Tom does everything in such a roundabout way.",NA
2016/78,"Adolph Bragg,Linwood Chebret,Kandis Contento,Luann Mcdearman,Sau Prucnal,Lloyd Brodtmann,Natalie Dugal","30,31,32,33,34,35,36","Mujeres, diosas y musas: tejedoras de la memoria",2016,Accept,Reject,"Tom and Mary said that they were intoxicated. I just moved to Australia last month. Lucy remained silent. Mary said that she knew she wouldn't win. I want Tom to say yes. Did Mary say she'd go to Boston? Saying you can't do the job because you're too busy is just a cop out. I don't think Tom and Mary know that I have three cats. Didn't you tell me you would do that? Tell me what you told her. They don't speak English. Tom was really unlucky. Tom's studies soon attracted interest. What's the matter now, Tom? Tom is a day trader. I don't think I can get you to understand how difficult that is. Why did God make the world the way He did? Were all of these in the same bag? Generally speaking, what she says is right.",NA
2016/79,Eura Chrusciel,37,"The Southern Version of Cursor Mundi, Vol. III",2016,Reject,Reject,"Can I talk to you a second? Didn't you know Tom was still planning to do that? It hadn't crossed my mind. He says that doesn't matter to him. I'm the one who suggested that Tom do that. They don't pay me very much to do that. Mary said that she was very sure that Tom would do that. Tom asked Mary whether she'd read the book he'd lent her. There's no question which Tom prefers. Sami stopped by to bring something special for Layla. Mary won't be able to do that alone. You'll need to help her. Do you have this number memorized? When would be best? This is the extent of my ability. He always speaks only of his own people, his own language, his own history and his own culture. Find out what they're doing here. He wrote the report. It took us thirteen hours to get to Australia.",NA
2016/80,"Kristel Ziebell,Damien Ridders,Georgiana Ransier,Senaida Tiro","38,39,40,41",The Moral Economy of Mobile Phones: Pacific Islands Perspectives,2016,Accept,Accept,"Don't think of it. The firm has a great deal of trust in your ability. She confronted him and demanded an apology. She said that she's still afraid. Did you know that Tom was kidnapped when he was three? Tom said that Mary knew he might be required to do that by himself. I'll never forget what we did. Don't forget Tom will need your help doing that. The movie ""The Hunchback of Notre-Dame"" has been renamed and is now called ""The Bell of Notre-Dame"". I'll go freshen up. I wonder whether Tom will need to do that. I like synchronized swimming. Tom and Mary say that John is a good cook. You are responsible for what you do. Tom has just arrived at Mary's apartment.",NA
2016/81,"Helene Chimento,Renetta Rufer,Patti Iler,Martha Walburn","42,43,44,45",Legislar en la América hispánica en la temprana edad moderna: Procesos y características de la producción de los Decretos del Tercer Concilio Provincial Mexicano (1585),2016,Reject,Accept,"Are you the giver or the receiver of this rose? Everyone knows you're racist punks. Sami ended his first day of school and went home. I'm feeling like a penguin in bondage. How long has it been since you talked to Tom? Tom almost always wears black. He is in the army and he is stationed in Kabylie, Algeria. I thought you said it was nothing. Sami gave Layla poison.",NA
